Headline,Link,Date,"Categories (comma separated)","Locations (; separated)","Lat/Lon pairs (; separated)"
"Employees Say Hundreds Of Tyson Foods Workers In Texas Have Tested Positive For COVID-19 - CBS Dallas / Fort Worth",http://healthmap.org/ln.php?7360508,"2020-05-20 16:25:08","COVID-19 Case Clusters","Sherman, Texas; Grayson County, Texas","33.635658,-96.608879; 33.616772,-96.683601"
"OneBlood: Donate Blood and Receive a COVID-19 Antibody Test - Bay News 9",http://healthmap.org/ln.php?7360741,"2020-05-20 17:55:00","Mass Testing",Florida,"28.149500,-81.650398"
"Coronavirus hot spots erupt across the country; experts warn of second wave in South - The Washington Post",http://healthmap.org/ln.php?7360747,"2020-05-20 22:04:44","Business Reopening","Alabama; Washington, DC; Houston, Texas; Dallas, Texas; Richmond, Virginia; Colfax County, Nebraska; Texas County, Oklahoma; Crawford County, Iowa; Gold Coast, Florida","32.731800,-86.748100; 38.895000,-77.036697; 29.763281,-95.363274; 32.783054,-96.806664; 37.553757,-77.460258; 41.566669,-97.083649; 36.766689,-101.517097; 42.037209,-95.381973; 27.982500,-82.345200"
"Gov. Kemp to announce new guidance for Georgia businesses; COVID-19 cases pass 39,800 - WJXT News4JAX ",http://healthmap.org/ln.php?7360882,"2020-05-20 20:22:51","Business Reopening",Georgia,"32.731800,-83.496101"
"State Updates COVID-19 Long-Term Care Facility Data After Errors - LevittownNow.com",http://healthmap.org/ln.php?7361071,"2020-05-20 21:01:04","Elder Care","Pennsylvania; Bucks County, Pennsylvania","40.930099,-77.475601; 40.500378,-75.374901"
"May 20 update on COVID-19 in MN: Walz plan slow-walks bar, restaurant restarts - Minnesota Public Radio News",http://healthmap.org/ln.php?7361632,"2020-05-20 06:21:00","Business Reopening",Minnesota,"46.225399,-94.658302"
"16 new COVID-19 deaths reported at Las Vegas valley nursing home, 24 total, along with 133 cases | KLAS - 8 News Now",http://healthmap.org/ln.php?7361651,"2020-05-21 07:24:04","Elder Care","Las Vegas, Nevada","36.174973,-115.137222"
"Search databases of COVID-19 numbers at Pennsylvania and New Jersey nursing homes",http://healthmap.org/ln.php?7361652,"2020-05-21 07:25:57","Elder Care","New Jersey; Pennsylvania","40.178799,-74.355499; 40.930099,-77.475601"
"The Striking Racial Divide in How Covid-19 Has Hit Nursing Homes",http://healthmap.org/ln.php?7361653,"2020-05-21 07:26:57","Elder Care","United States; Los Angeles, California; Belleville, Illinois","39.966930,-97.556099; 34.052200,-118.242798; 38.520050,-89.983994"
"At least 1,247 Ohio nursing home patients have died with coronavirus, 70% of total COVID-19 deaths, state reports - cleveland.com",http://healthmap.org/ln.php?7361654,"2020-05-21 07:28:09","Elder Care",Ohio,"40.245899,-83.012703"
"In nursing homes, as in wider community, minorities hit hardest by COVID, researchers say",http://healthmap.org/ln.php?7361655,"2020-05-21 07:29:20","Elder Care","United States","39.966930,-97.556099"
"NJ: Here's What's Next For Schools, Daycare In Coronavirus Crisis | Morristown, NJ Patch",http://healthmap.org/ln.php?7361656,"2020-05-21 07:30:09","School Closure","New Jersey","40.178799,-74.355499"
"Superintendent Thurmond&#8217;s Vision Of Post COVID-19 Schools &#8212; Masks, Classroom Sanitizers, Smaller Classes &#8211; CBS San Francisco",http://healthmap.org/ln.php?7361657,"2020-05-21 07:31:14","School Closure",California,"37.250198,-119.750298"
"From COVID-19 Testing To Flu Shots, University Of Miami President Julio Frenk Creates Campus Reopening Plan &#8211; CBS Miami",http://healthmap.org/ln.php?7361666,"2020-05-21 07:33:04","Business Reopening","University of Miami, Florida","25.719549,-80.278664"
"University of Texas will open in the fall, UT President Fenves says | kvue.com",http://healthmap.org/ln.php?7361670,"2020-05-21 07:34:03","Business Reopening","University of Texas, Texas","30.286041,-97.738892"
"Coronavirus testing error at St. Paul nursing home called 'disaster' by state officials",http://healthmap.org/ln.php?7361726,"2020-05-21 07:40:21","Elder Care","Saint Paul, Minnesota","44.944408,-93.093269"
"Lancaster nursing home becomes area&#8217;s second Covid-19 only facility &#8211; The Buffalo News",http://healthmap.org/ln.php?7361727,"2020-05-21 07:41:05","Healthcare Facility","Lancaster, New York","42.900612,-78.670311"
"Rowley Nursing Home Refuses Request To Test Residents For Coronavirus &#8211; CBS Boston",http://healthmap.org/ln.php?7361728,"2020-05-21 07:41:52","Elder Care","Rowley, Massachusetts","42.716759,-70.878662"
"High COVID-19 infection rate in nursing homes could delay larger Washington counties from reopening | king5.com",http://healthmap.org/ln.php?7361729,"2020-05-21 07:42:38","Elder Care","Pierce County, Washington; King County, Washington","47.033157,-122.117889; 47.466492,-121.817886"
"Coronavirus: Nursing home needs more nurses due to pandemic",http://healthmap.org/ln.php?7361730,"2020-05-21 07:43:23","Elder Care","Yorktown, Indiana","40.173649,-85.494141"
"Michigan Gov. Whitmer considers major change to COVID-19 nursing home policy",http://healthmap.org/ln.php?7361731,"2020-05-21 07:45:51","Elder Care",Michigan,"43.580299,-84.462898"
"Two more Cameron Co. nursing home residents die of COVID-19 - The Monitor",http://healthmap.org/ln.php?7361732,"2020-05-21 07:46:26","Elder Care","Cameron County, Texas; Harlingen, Texas","26.117020,-97.516930; 26.190632,-97.696106"
"Northglenn nursing home designated for coronavirus-negative patients sees outbreak with 27 cases, 2 deaths &#8211; Colorado Hometown Weekly",http://healthmap.org/ln.php?7361733,"2020-05-21 07:49:04","Elder Care","Northglenn, Colorado","39.885540,-104.987198"
"Nursing homes begin COVID-19 testing - Port Arthur News | Port Arthur News",http://healthmap.org/ln.php?7361734,"2020-05-21 07:50:07","Elder Care","Port Arthur, Texas","29.898827,-93.928780"
"Coronavirus: What you need to know in Asheville, WNC May 21 - Citizen Times",http://healthmap.org/ln.php?7361821,"2020-05-21 05:09:09","Business Reopening","North Carolina","35.603699,-78.969803"
"The Coronavirus and a World Without Meat - The New York Times",http://healthmap.org/ln.php?7361828,"2020-05-21 08:00:33","COVID-19 Case Clusters","Sioux Falls, South Dakota; Waterloo, Iowa; Perry, Iowa","43.549969,-96.700333; 42.492760,-92.342957; 41.834038,-94.107834"
"Symptoms or no symptoms, Missouri now pushing COVID-19 tests for all - STLtoday.com",http://healthmap.org/ln.php?7362025,"2020-05-20 19:25:00","Mass Testing",Missouri,"38.238098,-92.504898"
"'I'll certainly never forget': A daughter details losing her dad to COVID-19 in Delaware nursing home - The News Journal",http://healthmap.org/ln.php?7362027,"2020-05-21 05:00:00","Elder Care",Delaware,"38.993500,-75.498100"
"World Health Organization records worst day - NBC News",http://healthmap.org/ln.php?7362028,"2020-05-21 05:31:12","Business Reopening","United States","39.966930,-97.556099"
"CDC advises to test all babies born to moms with coronavirus - CNN",http://healthmap.org/ln.php?7362030,"2020-05-21 06:03:57","Mass Testing","United States","39.966930,-97.556099"
"With COVID-19 cases declining, Lehigh Valley hospitals ease visitor restrictions - lehighvalleylive.com",http://healthmap.org/ln.php?7362032,"2020-05-21 07:05:15","Healthcare Facility","Bucks County, Pennsylvania; Monroe County, Pennsylvania; Lehigh County, Pennsylvania; Northampton County, Pennsylvania; Carbon County, Pennsylvania","40.500378,-75.374901; 41.250000,-75.150002; 40.750370,-75.624908; 40.875370,-75.249901; 41.125359,-75.674629"
"San Francisco COVID-19 Patient Recovers From Coma, Reunites With Family After 2 Months In Hospital - CBS San Francisco",http://healthmap.org/ln.php?7362170,"2020-05-20 21:10:00","Healthcare Facility","San Francisco, California","37.775002,-122.418404"
"COVID-19 dining out: Restaurants take to the streets to create socially distanced dining rooms as nation reopens - USA TODAY",http://healthmap.org/ln.php?7362171,"2020-05-21 05:07:54","Business Reopening","United States","39.966930,-97.556099"
"Trump's convention threatens to become a flashpoint as North Carolina cautiously reopens - CNN",http://healthmap.org/ln.php?7362175,"2020-05-21 09:03:52","Business Reopening","North Carolina","35.603699,-78.969803"
"Pennsylvania nursing home data minimizes the coronavirus devastation in Philadelphia senior centers - The Philadelphia Inquirer",http://healthmap.org/ln.php?7362181,"2020-05-21 09:54:57","Elder Care",Pennsylvania,"40.930099,-77.475601"
"COVID-19 Across Chicago: Logan Square | Chicago News | WTTW - WTTW News",http://healthmap.org/ln.php?7362421,"2020-05-19 21:01:49","COVID-19 Case Clusters","Logan Square, Illinois","41.923370,-87.699219"
"As Customers And Employees Return, Coronavirus Outbreaks Bloom At Retail Stores - Colorado Public Radio",http://healthmap.org/ln.php?7362425,"2020-05-21 06:02:41","Elder Care, Business Reopening",Colorado,"38.993500,-105.512703"
"Walmart, pharmacists to expand NJ's COVID-19 testing - Planet Princeton",http://healthmap.org/ln.php?7362426,"2020-05-21 06:04:43","Mass Testing","New Jersey","40.178799,-74.355499"
"Coronavirus live updates: CDC chief issues stark warning on possible second wave and more lockdowns as global cases top 5 million - USA TODAY",http://healthmap.org/ln.php?7362431,"2020-05-21 10:06:56","Business Reopening","United States","39.966930,-97.556099"
"Coronavirus: All 50 US states move toward reopening - BBC News",http://healthmap.org/ln.php?7362671,"2020-05-20 13:18:14","Business Reopening","United States; Connecticut","39.966930,-97.556099; 41.672901,-72.685600"
"Latest on COVID-19 in MN: deaths top 800, cases top 18K - Minnesota Public Radio News",http://healthmap.org/ln.php?7362852,"2020-05-21 06:30:00","Business Reopening","Minnesota; Nobles County, Minnesota; Stearns County, Minnesota; Kandiyohi County, Minnesota","46.225399,-94.658302; 43.666634,-95.766960; 45.549965,-94.550278; 45.152382,-95.004738"
"Families Mourn as Coronavirus Spreads In OC Nursing Homes, Driving County's Hospitalization Rates - VoiceofOC",http://healthmap.org/ln.php?7362853,"2020-05-21 09:08:31","Elder Care","Los Angeles, California","34.052200,-118.242798"
"What you need to know about coronavirus on Thursday, May 21 - CNN",http://healthmap.org/ln.php?7362975,"2020-05-21 07:34:00","Business Reopening","United States","39.966930,-97.556099"
"Coronavirus Updates: Latest COVID-19 Headlines From May 21, 2020 - CBS Minnesota",http://healthmap.org/ln.php?7362980,"2020-05-21 13:33:22","Business Reopening","Minnesota; Minneapolis, Minnesota","46.225399,-94.658302; 44.979965,-93.263840"
"CVS Health Opening 27 New Drive-Thru Coronavirus Testing Sites, Including 8 In Pittsburgh - CBS Pittsburgh",http://healthmap.org/ln.php?7363513,"2020-05-21 08:14:20","Mass Testing","Pennsylvania; Pittsburgh, Pennsylvania","40.930099,-77.475601; 40.440624,-79.995888"
"Gov. Kay Ivey loosens coronavirus restrictions on theaters, athletic events, child care - Montgomery Advertiser",http://healthmap.org/ln.php?7363522,"2020-05-21 16:05:18","Business Reopening",Alabama,"32.731800,-86.748100"
"L.A. Surge Hospital for coronavirus patients to close in June - Los Angeles Times",http://healthmap.org/ln.php?7363735,"2020-05-20 22:14:57","Healthcare Facility","Los Angeles, California","34.052200,-118.242798"
"State confirms 'cluster' outbreak of COVID-19 cases related to Rhea County farm operation - WBIR.com",http://healthmap.org/ln.php?7363738,"2020-05-21 13:13:00","COVID-19 Case Clusters","Rhea County, Tennessee","35.608711,-84.924400"
"Video, Audio, Photos & Rush Transcript: Amid Ongoing COVID-19 Pandemic, Governor Cuomo Announces Summer School Will Be Conducted Through Distance Learning This Year - ny.gov",http://healthmap.org/ln.php?7363949,"2020-05-21 14:42:14","School Closure","New York State","43.004601,-75.498100"
"Coronavirus hits Texas day cares, majority of cases among staff - KXAN.com",http://healthmap.org/ln.php?7364074,"2020-05-21 17:58:00","COVID-19 Case Clusters",Texas,"31.240900,-99.228600"
"Live coronavirus updates: 434 confirmed cases documented from Forsyth County, 11 deaths - Forsyth County News Online",http://healthmap.org/ln.php?7364212,"2020-05-21 13:25:00","Mass Testing","Forsyth County, Georgia","34.216759,-84.116577"
"COVID-19 Testing Bungled At St. Paul Nursing Home - CBS Minnesota",http://healthmap.org/ln.php?7364215,"2020-05-21 14:54:39","Elder Care, Mass Testing",Minnesota,"46.225399,-94.658302"
"Will reopening cause a second spike in COVID-19 cases? Louisiana's rate of infection increasing - WWLTV.com",http://healthmap.org/ln.php?7364219,"2020-05-21 18:32:00","Business Reopening",Louisiana,"31.015200,-92.021500"
"Lee Health prepares for possible uptick in COVID-19 cases at nursing homes - Wink News",http://healthmap.org/ln.php?7364470,"2020-05-21 18:07:00","Elder Care","Lee County, Florida","26.567020,-81.883141"
"Worker with COVID-19 continues working with older adults | News Headlines - KMOV.com",http://healthmap.org/ln.php?7364472,"2020-05-21 19:37:32","Elder Care, COVID-19 Case Clusters","Saint Clair, Missouri","38.037182,-93.775978"
"Doctor in small Georgia city says coronavirus spread through community before hospital staff found out what it was - CNN",http://healthmap.org/ln.php?7364474,"2020-05-21 22:03:53","Healthcare Facility","Albany, Georgia","31.578510,-84.155739"
"COVID-19 won't shut down Wisconsin's Northwoods tourism. But visitors should expect changes as businesses cautiously reopen. - Wausau Daily Herald",http://healthmap.org/ln.php?7364643,"2020-05-21 11:53:15","Business Reopening",Wisconsin,"44.496498,-90.000000"
"Health department confirms 57 Stampede Meat workers have COVID-19 - Las Cruces Sun-News",http://healthmap.org/ln.php?7364827,"2020-05-21 19:51:52","COVID-19 Case Clusters","Sunland Park, New Mexico","31.796499,-106.579987"
"San Diego Restaurants Back In The Dine-In Business, With Coronavirus Modifications - KPBS",http://healthmap.org/ln.php?7364907,"2020-05-21 21:01:29","Business Reopening","San Diego, California","32.713299,-117.158302"
"These are the changes schools will make when they finally reopen, expert says - CNN",http://healthmap.org/ln.php?7365478,"2020-05-22 04:55:01","School Closure","United States","39.966930,-97.556099"
"Nursing Homes Don’t Have to Report Pre-May Covid-19 Deaths to U.S. Officials - WSJ",http://healthmap.org/ln.php?7365585,"2020-05-22 06:56:46","Elder Care","United States","39.966930,-97.556099"
"Prosecutors launch probe into care home with COVID-19 outbreak",http://healthmap.org/ln.php?7365622,"2020-05-22 06:57:58","Elder Care","Orinda, California","37.877151,-122.179688"
"15 Deaths and 42 Infections at Nursing Home in El Cajon: Now Deadliest in County for COVID-19 &#8211; NBC 7 San Diego",http://healthmap.org/ln.php?7365627,"2020-05-22 06:59:44","Elder Care","El Cajon, California","32.794769,-116.962532"
"Lawrence, a COVID-19 hot spot, ramps up testing of residents - The Boston Globe",http://healthmap.org/ln.php?7365665,"2020-05-22 00:00:49","Healthcare Facility","Lawrence General Hospital, Massachusetts","42.709801,-71.150299"
"Florida coronavirus: Nursing homes on lockdown 67 days and counting | WFLA",http://healthmap.org/ln.php?7365742,"2020-05-22 07:36:43","Elder Care",Florida,"28.149500,-81.650398"
"Ohio Department of Health reports latest COVID-19 cases in nursing homes | WKBN.com",http://healthmap.org/ln.php?7365746,"2020-05-22 07:37:09","Elder Care",Ohio,"40.245899,-83.012703"
"Cook County Board Votes To Release COVID-19 Patient Addresses To First Responders - CBS Chicago",http://healthmap.org/ln.php?7365886,"2020-05-22 00:57:55","Healthcare Worker","Cook County, Illinois","41.833366,-87.850060"
"Asymptomatic employee with COVID-19 continues working with seniors who tested positive for coronavirus - KMOV.com",http://healthmap.org/ln.php?7365890,"2020-05-22 07:15:00","Healthcare Worker, Elder Care","Saint Clair, Missouri","38.037182,-93.775978"
"Colleges Stockpile Coronavirus Tests In Hopes Of Reopening - NPR",http://healthmap.org/ln.php?7366233,"2020-05-22 08:56:42","Mass Testing","San Diego, California","32.713299,-117.158302"
"Federal lawsuit filed against Dane County COVID-19 stay-at-home order - Madison.com",http://healthmap.org/ln.php?7366412,"2020-05-22 06:50:00","Lockdown / Shelter in Place","Dane County, Wisconsin","43.066662,-89.433456"
"Hospitals Are Making Too Many Errors During the Coronavirus Crisis - The New York Times",http://healthmap.org/ln.php?7366416,"2020-05-22 10:07:18","Healthcare Facility","New York State","43.004601,-75.498100"
"1 in 4 Tyson employees in a North Carolina plant tested positive for Covid-19 - CNN",http://healthmap.org/ln.php?7366667,"2020-05-22 10:24:54","COVID-19 Case Clusters","Wilkesboro, North Carolina","36.145962,-81.160637"
"Coronavirus In Chicago: Phase 3 Of Reopening Will Look Different In The City - Block Club Chicago",http://healthmap.org/ln.php?7367004,"2020-05-22 04:18:00","Business Reopening","Chicago, Illinois","41.849998,-87.650101"
"2 metro Phoenix restaurants closed after potential COVID-19 exposure. But they didn't have to - AZCentral",http://healthmap.org/ln.php?7367233,"2020-05-22 10:59:16","Business Closure","Phoenix, Arizona","33.448376,-112.074036"
"'We've been hit hard': How this mayor is battling a rare form of cancer and a Covid-19 surge in her city at the same time - CNN",http://healthmap.org/ln.php?7367238,"2020-05-22 13:54:54","COVID-19 Case Clusters","Amarillo, Texas","35.222000,-101.831299"
"Trump deems houses of worship 'essential' amid coronavirus pandemic - CNN",http://healthmap.org/ln.php?7367242,"2020-05-22 15:03:57","Business Reopening","United States","39.966930,-97.556099"
"Maryland Coronavirus Hospitalizations At Lowest Level Since April 19, State Says - CBS Baltimore",http://healthmap.org/ln.php?7367243,"2020-05-22 15:06:24","Healthcare Facility",Maryland,"38.959400,-76.376999"
"Screening for Coronavirus: Clinicians Champion Homeless Patients During COVID-19 | US News - U.S. News & World Report",http://healthmap.org/ln.php?7367386,"2020-05-22 09:08:40","Healthcare Facility, Healthcare Worker","United States","39.966930,-97.556099"
"State begins second weekend of open coronavirus testing - WV MetroNews - West Virginia MetroNews",http://healthmap.org/ln.php?7367387,"2020-05-22 11:31:00","Mass Testing","West Virginia","38.513699,-80.507896"
"Ohio nursing home staff self-isolated for 65 days to prevent COVID-19 spread. It worked. - USA TODAY",http://healthmap.org/ln.php?7367410,"2020-05-22 14:01:01","Healthcare Facility, Healthcare Worker, Elder Care, COVID-19 Case Clusters",Ohio,"40.245899,-83.012703"
"South Dakota coronavirus death toll hits 50, cases increase by 106 - Argus Leader",http://healthmap.org/ln.php?7367413,"2020-05-22 14:59:37","COVID-19 Case Clusters","Alpena, South Dakota; Lake Traverse Reservation, South Dakota","44.181381,-98.365646; 45.645470,-97.098557"
"States and beaches reopen ahead of Memorial Day weekend - CNN",http://healthmap.org/ln.php?7367420,"2020-05-22 15:54:56","Business Reopening","United States","39.966930,-97.556099"
"Another Amazon warehouse worker dies from COVID-19 bringing total to 8 - USA TODAY",http://healthmap.org/ln.php?7367569,"2020-05-21 20:52:46","COVID-19 Case Clusters","North Randall, Ohio","41.434780,-81.525681"
"N.J. Allows Gatherings and Opens Campgrounds: Live Updates - The New York Times",http://healthmap.org/ln.php?7367579,"2020-05-22 16:24:40","Business Reopening","New Jersey","40.178799,-74.355499"
"Portland's major hospitals see sharp increases in COVID-19 hospitalizations - Press Herald",http://healthmap.org/ln.php?7367767,"2020-05-22 16:59:00","Healthcare Facility","Maine Medical Center - Portland, Maine","43.520679,-70.417404"
"All Pa. counties will be in 'yellow' COVID-19 reopening phase by June 5 under Wolf administration plan - Pittsburgh Post-Gazette",http://healthmap.org/ln.php?7367770,"2020-05-22 17:20:40","Business Reopening",Pennsylvania,"40.930099,-77.475601"
"More Maine hospitals, practices resume elective procedures amid coronavirus, COVID-19 - NewsCenterMaine.com WCSH-WLBZ",http://healthmap.org/ln.php?7367938,"2020-05-22 16:57:00","Healthcare Facility",Maine,"45.490898,-69.257896"
"How COVID-19 Pandemic, Shutdown Orders Hurt North Texas Farmers - CBS Dallas / Fort Worth",http://healthmap.org/ln.php?7368200,"2020-05-22 19:45:01","Lockdown / Shelter in Place",Texas,"31.240900,-99.228600"
"Nome hospital shuts down after employee tests positive for COVID-19 - Alaska Public Media News",http://healthmap.org/ln.php?7368318,"2020-05-22 13:02:00","Healthcare Facility","Norton Sound Regional Hospital - Nome, Alaska","64.490585,-165.609894"
"Trump admin won't require nursing homes to count COVID-19 deaths that occurred before May 6 - NBCNews.com",http://healthmap.org/ln.php?7368321,"2020-05-22 17:43:00","Elder Care","United States","39.966930,-97.556099"
"Diabetes and COVID-19 in-hospital mortality rates - Medical News Today",http://healthmap.org/ln.php?7368521,"2020-05-21 07:39:51","Healthcare Facility","United States","39.966930,-97.556099"
"Families still need care, but many are afraid of nursing homes amid the coronavirus pandemic - USA TODAY",http://healthmap.org/ln.php?7369211,"2020-05-23 03:02:46","Elder Care",Missouri,"38.238098,-92.504898"
"Public health workers threatened, harassed while fighting COVID-19 - Crosscut",http://healthmap.org/ln.php?7369269,"2020-05-21 08:02:51","Healthcare Worker","Washington State","47.487499,-120.498100"
"Live Updates: COVID-19 Outbreak Confirmed In Vancouver, As County Seeks To Ease Restrictions - OPB News",http://healthmap.org/ln.php?7369978,"2020-05-23 10:38:00","COVID-19 Case Clusters","Vancouver, Washington","45.638729,-122.661484"
"Cuomo says New York followed federal guidelines when sending coronavirus patients to nursing homes - CNN",http://healthmap.org/ln.php?7370458,"2020-05-23 15:54:52","Healthcare Facility","New York State","43.004601,-75.498100"
"Senior living community in Bryan reports 45 cases of COVID-19 - KPRC Click2Houston",http://healthmap.org/ln.php?7370599,"2020-05-23 14:37:02","Healthcare Facility, Healthcare Worker, Elder Care, COVID-19 Case Clusters","Bryan, Texas","30.674364,-96.369965"
"Governor Carney Releases Update on Delaware's COVID-19 Response - news.delaware.gov",http://healthmap.org/ln.php?7370604,"2020-05-23 16:54:31","Business Reopening",Delaware,"38.993500,-75.498100"
"Coronavirus In Illinois: 2,352 New COVID-19 Cases, 75 Additional Deaths - CBS Chicago",http://healthmap.org/ln.php?7370689,"2020-05-23 16:41:57","Business Reopening",Illinois,"40.010700,-89.252998"
"Resident of local assisted living facility tests positive for COVID-19 - Villages-News",http://healthmap.org/ln.php?7370805,"2020-05-23 19:08:45","Elder Care","Oxford, Florida","28.927481,-82.037308"
"Coronavirus in Texas: Bars, bowling alleys and other businesses can reopen - The Texas Tribune",http://healthmap.org/ln.php?7370910,"2020-05-23 06:12:54","Business Reopening",Texas,"31.240900,-99.228600"
"COVID-19 cases pass 10000 in News 4's viewing area with a 7.4% mortality rate - KMOV.com",http://healthmap.org/ln.php?7370911,"2020-05-23 17:15:00","Elder Care","Saint Clair County, Illinois","38.550049,-89.916771"
"New York eases some COVID-19 restrictions for Memorial Day weekend - Global News",http://healthmap.org/ln.php?7371218,"2020-05-23 16:51:53","Business Reopening","New York State","43.004601,-75.498100"
"Frustration, fear, isolation; a nursing home struggles with COVID-19 | Coronavirus | unionleader.com",http://healthmap.org/ln.php?7371715,"2020-05-24 07:14:07","Elder Care","Hillsborough County, New Hampshire; Goffstown, New Hampshire","42.933418,-71.716187; 43.020359,-71.600349"
"1,000 coronavirus deaths at Florida long-term care homes - South Florida Sun-Sentinel",http://healthmap.org/ln.php?7371716,"2020-05-24 07:27:03","Elder Care",Florida,"28.149500,-81.650398"
"80% of NH COVID-19 deaths in nursing homes - News - seacoastonline.com - Portsmouth, NH",http://healthmap.org/ln.php?7371717,"2020-05-24 07:27:56","Elder Care","New Hampshire","43.675800,-71.499100"
"Mass. Must Implement Ongoing Coronavirus Testing At Nursing Homes, Advocates And Experts Say | CommonHealth",http://healthmap.org/ln.php?7371718,"2020-05-24 07:28:49","Elder Care",Massachusetts,"42.399101,-71.795700"
"Jacksonville nursing home reports five COVID-19 deaths in one week",http://healthmap.org/ln.php?7371720,"2020-05-24 07:29:53","Elder Care","Jacksonville, Florida","30.332184,-81.655647"
"Two more die of COVID-19 from Newburgh nursing home, Warrick coroner",http://healthmap.org/ln.php?7371721,"2020-05-24 07:31:00","Elder Care","Newburgh, Indiana","37.944489,-87.405289"
"Michigan man plans to steal helicopter for hospital attack to free COVID-19 patients, police say - WDIV ClickOnDetroit",http://healthmap.org/ln.php?7371792,"2020-05-22 13:34:32","Healthcare Facility",Michigan,"43.580299,-84.462898"
"L.A. County reports progress in coronavirus fight as hospitalizations drop, fewer people test positive - Los Angeles Times",http://healthmap.org/ln.php?7371793,"2020-05-23 20:00:23","Healthcare Facility","Los Angeles County, California","34.366665,-118.200905"
"Live updates: Memorial Day draws big crowds as states ease restrictions and U.S. coronavirus deaths near 100,000 - The Washington Post",http://healthmap.org/ln.php?7371799,"2020-05-24 07:59:00","Business Reopening","United States","39.966930,-97.556099"
"Frustration, fear, isolation; a nursing home struggles with COVID-19 - The Union Leader",http://healthmap.org/ln.php?7371860,"2020-05-23 19:56:00","Healthcare Facility, Healthcare Worker, Elder Care, COVID-19 Case Clusters","New Hampshire; Goffstown, New Hampshire","43.675800,-71.499100; 43.020359,-71.600349"
"Georgia coronavirus hospitalizations on rise in last week - 11Alive.com WXIA",http://healthmap.org/ln.php?7372098,"2020-05-23 13:49:00","Healthcare Facility",Georgia,"32.731800,-83.496101"
"Restaurants adopt DIY mantra to survive coronavirus shutdown - ABC News",http://healthmap.org/ln.php?7372203,"2020-05-24 06:09:08","Business Closure","United States","39.966930,-97.556099"
"Live updates: Video shows Memorial Day crowd flouting coronavirus restrictions as states reopen - The Washington Post",http://healthmap.org/ln.php?7372209,"2020-05-24 11:55:00","Business Reopening","United States","39.966930,-97.556099"
"Coronavirus Reopening Roundup: North Coast Officials Pull Back Reopening After Spike In Cases - CBS San Francisco",http://healthmap.org/ln.php?7372355,"2020-05-24 08:43:27","Business Reopening","Humboldt County, California","40.666519,-123.917831"
"Live updates: Coronavirus cluster traced to high school pool party amid concerns about second wave - The Washington Post",http://healthmap.org/ln.php?7372658,"2020-05-24 14:49:04","COVID-19 Case Clusters",Arkansas,"34.741600,-92.504898"
"Coronavirus latest: New York 'decidedly in reopening phase', Cuomo says - Financial Times",http://healthmap.org/ln.php?7372659,"2020-05-24 14:54:29","Business Reopening","New York State","43.004601,-75.498100"
"Coles County sees 2 more COVID deaths, 19 new cases - Journal Gazette and Times-Courier",http://healthmap.org/ln.php?7372942,"2020-05-24 13:44:00","Elder Care","Charleston, Illinois","39.496147,-88.176155"
"Vintage Bay Area bars face extinction from coronavirus - Marin Independent Journal",http://healthmap.org/ln.php?7373127,"2020-05-24 17:07:19","Business Closure","San Francisco, California","37.775002,-122.418404"
"Even before Covid-19, infection control was an issue at area nursing homes - Buffalo News",http://healthmap.org/ln.php?7373252,"2020-05-24 05:30:56","Elder Care","New York State","43.004601,-75.498100"
"COVID-19: Guidelines for restaurants to reopen in Colorado - 9News.com KUSA",http://healthmap.org/ln.php?7373345,"2020-05-24 18:09:00","Business Reopening",Colorado,"38.993500,-105.512703"
"$21 million hospital built for coronavirus victims in New York closes without ever seeing a patient - KIRO Seattle",http://healthmap.org/ln.php?7373540,"2020-05-24 21:04:47","Healthcare Facility","New York City, New York State","40.713902,-74.003998"
"Despite deadly toll, Minnesota nursing home residents with COVID-19 still sharing rooms - Minneapolis Star Tribune",http://healthmap.org/ln.php?7374575,"2020-05-24 21:17:02","Healthcare Facility, Elder Care",Minnesota,"46.225399,-94.658302"
"May 24 coronavirus news - CNN",http://healthmap.org/ln.php?7375072,"2020-05-24 22:04:00","Business Reopening",Illinois,"40.010700,-89.252998"
"The Coronavirus Crisis at My Husband's Nursing Home - The New York Times",http://healthmap.org/ln.php?7375078,"2020-05-25 12:09:38","Healthcare Facility, Elder Care, COVID-19 Case Clusters","New York City, New York State","40.713902,-74.003998"
"Wealthiest Hospitals Got Billions in Coronavirus Bailout - The New York Times",http://healthmap.org/ln.php?7375080,"2020-05-25 12:45:48","Healthcare Facility","United States","39.966930,-97.556099"
"Coronavirus latest updates in Colorado: May 25 | 9news.com - 9News.com KUSA",http://healthmap.org/ln.php?7375441,"2020-05-25 10:55:00","Lockdown / Shelter in Place",Colorado,"38.993500,-105.512703"
"Colorado coronavirus: Restaurants can reopen at limited capacity - 9News.com KUSA",http://healthmap.org/ln.php?7375513,"2020-05-25 14:31:00","Business Reopening",Colorado,"38.993500,-105.512703"
"Maine CDC reports 19 new coronavirus cases, no additional deaths - Press Herald",http://healthmap.org/ln.php?7375749,"2020-05-25 12:22:00","Elder Care","Cape Elizabeth, Maine","43.565079,-70.197823"
"Our national shame: COVID-19 in nursing homes - Chicago Sun-Times",http://healthmap.org/ln.php?7375843,"2020-05-25 14:23:39","Elder Care","United States","39.966930,-97.556099"
